Trip_ID,Date,Time,Pickup_Location,Drop_Location,Distance_km,Payment_Type,Passenger_Count,Driver_Rating,Fare_Amount
UBER1400,2025-01-18,21:16,Pitampura,Noida Sector 15,2.16,Card,2,3.5,37.08
UBER1401,2024-04-25,11:04,Hauz Khas,Gurugram Cyber City,28.93,Wallet,4,4.5,572.33
UBER1402,2025-04-19,12:17,Rajouri Garden,Greater Kailash,18.6,Card,3,4.9,237.55
UBER1403,2024-05-04,12:17,Hauz Khas,Mayur Vihar,13.99,Cash,4,3.5,214.26
UBER1404,2024-03-06,23:37,Mayur Vihar,Dwarka,17.52,Cash,3,3.2,261.22
UBER1405,2025-11-04,21:54,Janakpuri,Lajpat Nagar,13.98,Wallet,1,3.8,238.69
UBER1406,2024-11-24,23:59,Chandni Chowk,Gurugram Cyber City,26.19,Cash,3,3.1,404.75
UBER1407,2025-09-14,11:12,Lajpat Nagar,Okhla,15.74,Wallet,4,3.9,255.73
UBER1408,2025-04-20,06:18,Gurugram Cyber City,Indraprastha,21.07,Cash,4,3.5,376.47
UBER1409,2024-02-12,23:27,Lajpat Nagar,Okhla,21.23,Wallet,4,4.7,284.02
UBER1410,2024-04-14,14:52,Indraprastha,Karol Bagh,13.55,Cash,1,4.3,167.95
UBER1411,2025-05-28,04:39,Pitampura,Okhla,25.4,Cash,1,4.7,494.96
UBER1412,2025-05-08,00:22,Rajouri Garden,Indraprastha,22.73,Wallet,4,4.8,442.9
UBER1413,2024-05-31,17:14,Karol Bagh,Okhla,20.85,Card,2,5.0,391.2
UBER1414,2024-09-17,16:52,Hauz Khas,Kalkaji,28.03,Card,3,4.3,443.44
UBER1415,2025-10-02,09:42,Okhla,Pitampura,7.57,Cash,3,3.4,142.48
UBER1416,2024-05-10,03:56,IGI Airport,Kalkaji,8.84,Cash,2,3.6,145.44
UBER1417,2025-10-04,23:16,Janakpuri,Lajpat Nagar,26.13,Card,4,4.2,407.79
UBER1418,2025-11-12,22:22,Saket,Kalkaji,16.45,Cash,1,3.7,316.25
UBER1419,2024-10-14,16:37,Rajouri Garden,Rohini,26.23,Cash,2,3.9,411.49
UBER1420,2024-08-31,17:52,Gurugram Cyber City,Chandni Chowk,19.98,Wallet,2,4.2,336.26
UBER1421,2025-10-14,07:28,Karol Bagh,Dwarka,27.95,Wallet,3,4.9,502.36
UBER1422,2024-06-03,18:18,Connaught Place,Kalkaji,11.97,Card,1,4.5,145.05
UBER1423,2024-09-28,14:44,Noida Sector 15,Kalkaji,17.92,Card,1,3.5,349.21
UBER1424,2025-05-07,23:31,Lajpat Nagar,Kalkaji,7.01,Cash,1,3.4,96.34
UBER1425,2024-09-06,13:52,Janakpuri,Connaught Place,7.55,Card,4,,111.16
UBER1426,2024-01-14,14:09,Saket,Gurugram Cyber City,19.48,Card,2,4.1,
UBER1427,2025-04-06,16:19,Okhla,Connaught Place,4.76,Card,3,4.0,82.44
UBER1428,2025-09-27,13:20,Noida Sector 15,Kalkaji,27.24,Cash,3,3.8,456.86
UBER1429,2025-04-26,10:39,Mayur Vihar,Saket,24.41,Wallet,3,4.3,439.77
UBER1430,2024-01-31,02:11,Dwarka,Janakpuri,25.2,Card,4,4.0,319.55
UBER1431,2025-03-21,10:00,Indraprastha,Chandni Chowk,12.71,Cash,2,4.0,236.59
UBER1432,2025-02-20,14:16,IGI Airport,IGI Airport,3.08,Wallet,1,3.7,43.47
UBER1433,2024-10-26,19:16,Janakpuri,Rajouri Garden,10.46,Cash,2,3.3,206.34
UBER1434,2024-09-01,05:53,Connaught Place,Gurugram Cyber City,21.93,Card,2,4.6,340.26
UBER1435,2024-08-02,13:58,Lajpat Nagar,Saket,15.25,Cash,2,4.8,294.44
UBER1436,2025-09-30,07:29,Rohini,Gurugram Cyber City,3.52,Wallet,3,3.7,43.72
UBER1437,2024-07-12,03:31,Noida Sector 15,Connaught Place,17.65,Card,2,3.2,225.22
UBER1438,2024-02-28,08:03,Greater Kailash,Karol Bagh,14.61,Cash,2,3.2,219.27
UBER1439,2025-12-13,09:03,IGI Airport,Rajouri Garden,26.59,Card,3,3.2,521.08
UBER1440,2024-11-30,16:01,Hauz Khas,Hauz Khas,9.66,Walet,1,3.2,181.23
UBER1441,2024-05-17,20:22,Rohini,Noida Sector 15,7.42,Cash,1,3.1,103.52
UBER1442,2025-10-27,13:22,Gurugram Cyber City,Pitampura,17.71,Cash,4,3.6,336.28
UBER1443,2025-04-04,06:06,Noida Sector 15,Hauz Khas,5.82,Card,4,3.6,96.02
UBER1444,2025-12-22,19:22,Okhla,Kalkaji,20.39,Cash,1,3.8,355.41
UBER1445,2025-12-10,16:33,Kalkaji,Janakpuri,13.53,Card,1,3.0,169.65
UBER1446,2025-02-20,13:04,Lajpat Nagar,Karol Bagh,8.49,Wallet,3,3.8,154.16
UBER1447,2025-11-15,12:34,IGI Airport,Lajpat Nagar,14.88,Cash,1,3.6,267.78
UBER1448,2025-12-17,23:00,Janakpuri,Kalkaji,12.59,Card,1,4.9,185.76
UBER1449,2024-09-16,18:25,Rohini,Noida Sector 15,27.76,Wallet,3,5.0,533.55
UBER1450,2024-01-16,09:17,Okhla,IGI Airport,3.91,Wallet,4,3.5,72.04
UBER1451,2025-04-10,18:40,Kalkaji,Vasant Kunj,4.6,Cash,4,4.4,74.03
UBER1452,2024-07-30,02:16,Mayur Vihar,Hauz Khas,16.99,Cash,3,4.8,244.99
UBER1453,2024-01-11,04:04,Karol Bagh,Rajouri Garden,14.22,Card,2,4.0,272.71
UBER1454,2024-09-18,04:01,Rajouri Garden,Indraprastha,16.19,Card,4,3.7,229.5
UBER1455,2024-02-08,11:46,Mayur Vihar,Greater Kailash,25.33,Cash,2,3.1,309.83
UBER1456,2025-10-25,22:15,Okhla,Gurugram Cyber City,20.69,Card,1,4.1,374.99
UBER1457,2025-02-05,01:18,Okhla,Janakpuri,1.18,Card,1,4.0,19.1
UBER1458,2025-07-03,10:06,Dwarka,Janakpuri,29.15,Cash,4,4.5,374.16
UBER1459,2024-08-29,03:31,Gurugram Cyber City,Vasant Kunj,17.01,Cahs,4,3.8,289.81
UBER1460,2024-05-19,10:44,,IGI Airport,12.63,Card,1,3.4,252.03
UBER1461,2025-03-05,06:02,Mayur Vihar,Karol Bagh,17.75,Card,1,4.2,247.86
UBER1462,2024-05-04,16:14,Karol Bagh,Rajouri Garden,29.74,Cash,1,4.5,493.46
UBER1463,2025-01-05,12:33,Saket,Hauz Khas,10.94,Cash,3,3.1,
UBER1464,2025-02-08,08:48,Greater Kailash,Okhla,25.13,Cash,3,4.1,341.87
UBER1465,2025-08-26,14:15,Kalkaji,Pitampura,28.64,Card,4,3.8,535.5
UBER1466,2025-12-16,14:09,,Chandni Chowk,24.6,Wallet,3,3.8,459.32
UBER1467,2024-11-13,18:08,Greater Kailash,IGI Airport,21.66,Card,4,4.2,266.39
UBER1468,2025-06-03,23:40,Mayur Vihar,Chandni Chowk,28.21,Wallet,1,3.8,542.01
UBER1469,2024-05-24,13:14,Vasant Kunj,Indraprastha,14.95,Card,3,3.2,269.46
UBER1470,2024-07-22,12:18,Mayur Vihar,Chandni Chowk,24.73,Wallet,3,3.6,492.97
UBER1471,2024-12-31,05:11,Kalkaji,Pitampura,8.78,Wallet,2,3.9,149.54
UBER1472,2025-02-12,16:12,Janakpuri,Vasant Kunj,16.16,Cash,1,3.7,321.12
UBER1473,2024-05-20,04:31,Rohini,Karol Bagh,22.36,Cash,1,3.5,307.65
UBER1474,2024-05-22,04:02,Greater Kailash,Karol Bagh,18.14,Wallet,2,3.4,221.99
UBER1475,2024-08-06,21:50,Okhla,Hauz Khas,27.09,Card,4,4.9,523.62
UBER1476,2024-06-14,22:37,Janakpuri,Noida Sector 15,27.21,Card,4,4.2,527.33
UBER1477,2024-05-22,16:12,Indraprastha,Chandni Chowk,3.45,Cash,1,4.1,48.41
UBER1478,2025-06-11,21:37,Okhla,IGI Airport,21.65,Card,4,3.4,345.37
UBER1479,2025-09-25,21:15,Chandni Chowk,Lajpat Nagar,12.52,Cash,3,3.6,170.16
UBER1480,2025-07-03,14:22,Mayur Vihar,Mayur Vihar,3.64,Cash,4,4.1,48.06
UBER1481,2025-12-18,05:38,Chandni Chowk,IGI Airport,17.97,Card,3,3.0,329.24
UBER1482,2024-06-17,08:51,Rajouri Garden,Mayur Vihar,4.17,Cash,3,,53.27
UBER1483,2025-06-08,17:27,Vasant Kunj,IGI Airport,20.29,Card,4,4.8,379.4
UBER1484,2024-09-07,16:19,Rajouri Garden,Janakpuri,22.89,Cash,3,4.3,376.84
UBER1485,2024-03-12,00:56,Mayur Vihar,Gurugram Cyber City,6.1,Card,3,4.7,105.23
UBER1486,2024-03-14,08:51,Hauz Khas,Okhla,21.29,Wallet,2,4.8,425.0
UBER1487,2024-08-12,19:02,Noida Sector 15,Dwarka,14.31,Card,4,,232.82
UBER1488,2025-07-30,11:09,Janakpuri,IGI Airport,27.45,Wallet,4,4.7,445.29
UBER1489,2024-10-13,04:07,Connaught Place,Janakpuri,3.29,Cash,3,,56.4
UBER1490,2025-05-31,22:39,Connaught Place,Karol Bagh,11.75,Card,1,4.3,175.39
UBER1491,2025-08-23,11:15,Rohini,Pitampura,4.07,Card,4,3.0,78.01
UBER1492,2025-01-03,21:41,Rohini,IGI Airport,14.98,Cash,4,3.6,209.04
UBER1493,2024-08-18,22:42,Lajpat Nagar,Saket,26.49,Wallet,1,4.7,395.04
UBER1494,2025-09-13,05:34,Chandni Chowk,Chandni Chowk,15.56,Card,3,4.5,214.11
UBER1495,2025-07-11,23:52,Mayur Vihar,IGI Airport,9.61,Card,3,4.6,159.33
UBER1496,2024-07-27,04:28,Pitampura,Kalkaji,19.56,Wallet,3,3.4,346.85
UBER1497,2024-04-26,20:15,Lajpat Nagar,Vasant Kunj,13.82,Cadr,2,4.5,245.08
UBER1498,2024-03-01,04:37,IGI Airport,Kalkaji,11.01,Card,2,4.5,134.58
UBER1499,2025-09-23,17:28,Indraprastha,Hauz Khas,4.41,Wallet,4,4.7,55.91
UBER1500,2025-07-29,00:17,Vasant Kunj,Saket,22.3,Cash,1,3.5,362.3
UBER1501,2024-11-08,02:24,Indraprastha,Saket,27.34,Card,1,3.5,362.22
UBER1502,2024-11-08,12:51,Rohini,Connaught Place,15.35,Card,4,4.3,251.68
UBER1503,2025-10-05,03:16,Dwarka,Indraprastha,12.91,Card,1,4.4,212.44
UBER1504,2025-08-11,00:29,IGI Airport,Saket,28.38,Wallet,3,3.5,386.11
UBER1505,2025-08-25,22:33,Okhla,Indraprastha,19.69,Cash,1,4.8,323.31
UBER1506,2025-03-04,09:38,Mayur Vihar,Mayur Vihar,23.78,Card,4,4.9,448.43
UBER1507,2024-01-20,09:51,Kalkaji,Pitampura,11.94,Wallet,4,3.7,203.5
UBER1508,2024-01-12,12:32,Noida Sector 15,Okhla,8.96,Card,2,4.2,136.97
UBER1509,2025-09-06,23:13,Rajouri Garden,Saket,17.67,Card,3,3.3,279.58
UBER1510,2025-01-26,18:03,Rajouri Garden,Karol Bagh,27.62,Wallet,3,3.4,488.31
UBER1511,2025-06-24,13:36,Noida Sector 15,Mayur Vihar,29.35,Wallet,1,3.6,539.04
UBER1512,2024-04-20,22:06,Indraprastha,Gurugram Cyber City,26.33,Card,3,3.7,337.27
UBER1513,2024-07-17,23:29,Karol Bagh,Janakpuri,27.06,Cash,3,4.0,524.26
UBER1514,2025-04-01,15:48,Noida Sector 15,Rajouri Garden,17.15,Card,4,,208.29
UBER1515,2025-01-13,13:14,Lajpat Nagar,Hauz Khas,10.43,Card,1,4.9,202.05
UBER1516,2024-09-02,12:22,Noida Sector 15,Lajpat Nagar,17.86,Cash,2,3.1,336.92
UBER1517,2024-06-22,15:17,Mayur Vihar,Rohini,3.7,Cash,1,3.3,
UBER1518,2024-05-09,21:28,Gurugram Cyber City,IGI Airport,6.95,Card,2,4.2,103.81
UBER1519,2025-09-29,19:57,Noida Sector 15,Karol Bagh,25.38,Cash,4,4.5,398.99
UBER1520,2025-12-15,16:46,Gurugram Cyber City,Karol Bagh,25.32,Wallet,1,3.4,307.48
UBER1521,2025-10-30,21:52,Okhla,Noida Sector 15,26.42,Card,3,3.2,418.3
UBER1522,2024-07-24,16:10,Noida Sector 15,Karol Bagh,16.67,Wallet,3,4.6,207.22
UBER1523,2025-06-02,22:59,Mayur Vihar,Vasant Kunj,13.41,Card,3,4.3,231.19
UBER1524,2024-11-10,11:26,Janakpuri,Connaught Place,22.07,Cash,3,4.0,303.55
UBER1525,2025-11-06,14:42,Dwarka,Noida Sector 15,19.26,Cadr,1,4.7,349.2
UBER1526,2024-01-27,18:50,Greater Kailash,Noida Sector 15,5.77,Wallet,1,3.5,94.92
UBER1527,2024-03-11,19:44,Janakpuri,Mayur Vihar,12.44,Card,4,3.8,185.36
UBER1528,2025-03-16,21:57,Saket,Gurugram Cyber City,21.64,Card,1,3.6,337.72
UBER1529,2025-05-12,17:57,Lajpat Nagar,IGI Airport,28.21,Cadr,3,4.7,428.95
UBER1530,2025-05-04,15:01,Mayur Vihar,Lajpat Nagar,11.32,Cash,4,4.7,141.91
UBER1531,2024-08-15,21:40,Lajpat Nagar,Vasant Kunj,17.36,Card,1,3.4,308.25
UBER1532,2025-06-09,10:00,Greater Kailash,Connaught Place,27.77,Wallet,4,4.2,383.43
UBER1533,2024-09-28,16:11,Hauz Khas,Greater Kailash,22.41,Cash,4,4.4,421.65
UBER1534,2024-08-24,11:30,Karol Bagh,Pitampura,25.66,Wallet,4,3.9,453.18
UBER1535,2024-07-31,18:19,Rajouri Garden,Lajpat Nagar,28.34,Cash,2,3.7,389.41
UBER1536,2025-05-17,00:30,Saket,Kalkaji,18.15,Card,3,3.1,235.44
UBER1537,2025-07-19,06:18,Lajpat Nagar,Chandni Chowk,9.03,Card,2,3.4,146.01
UBER1538,2025-03-07,17:14,Vasant Kunj,Mayur Vihar,6.75,Cash,1,3.5,108.84
UBER1539,2024-02-03,20:23,Saket,Chandni Chowk,26.12,Cash,4,,317.26
UBER1540,2024-06-01,11:40,Lajpat Nagar,Connaught Place,13.88,Wallet,4,4.2,239.91
UBER1541,2025-05-28,12:33,Kalkaji,Greater Kailash,26.7,Cash,4,4.4,469.96
UBER1542,2024-08-11,12:11,Connaught Place,Saket,9.42,Card,1,4.8,151.61
UBER1543,2024-04-21,17:52,Greater Kailash,Vasant Kunj,18.97,Wallet,4,3.3,358.45
UBER1544,2024-08-03,16:58,Dwarka,Vasant Kunj,8.42,Card,1,4.4,135.46
UBER1545,2025-01-23,09:51,Okhla,Connaught Place,29.89,Card,2,3.4,369.08
UBER1546,2025-10-29,01:41,Greater Kailash,Gurugram Cyber City,15.21,Cash,1,3.0,210.4
UBER1547,2024-04-05,22:36,Chandni Chowk,Rajouri Garden,22.33,Wallet,3,3.7,351.67
UBER1548,2024-06-18,21:20,Kalkaji,Karol Bagh,14.38,Wallet,2,3.1,227.41
UBER1549,2025-11-15,10:08,Hauz Khas,Saket,19.4,Cash,4,4.6,355.02
UBER1550,2024-03-29,03:39,Karol Bagh,IGI Airport,28.85,Cadr,2,3.1,469.06
UBER1551,2024-04-29,14:23,Mayur Vihar,Indraprastha,18.21,Wallet,4,4.9,252.4
UBER1552,2025-03-30,19:10,Vasant Kunj,Saket,9.55,Cash,4,3.4,115.59
UBER1553,2024-01-12,06:52,Rohini,Okhla,7.14,Card,3,3.7,89.9
UBER1554,2024-06-30,19:56,Chandni Chowk,IGI Airport,17.89,Wallet,2,4.9,252.3
UBER1555,2024-06-01,12:24,Gurugram Cyber City,Connaught Place,24.76,Card,3,3.0,366.76
UBER1556,2024-08-06,02:55,Rajouri Garden,Saket,28.13,Wallet,3,3.4,465.21
UBER1557,2025-09-18,15:20,Lajpat Nagar,Mayur Vihar,13.45,Cash,1,3.1,197.74
UBER1558,2025-04-16,18:28,,Rohini,26.75,Cadr,2,3.1,378.04
UBER1559,2025-05-03,19:20,Janakpuri,Noida Sector 15,11.46,Cash,1,3.6,148.2
UBER1560,2025-05-19,15:56,Vasant Kunj,Kalkaji,11.47,Wallet,1,4.9,152.46
UBER1561,2024-05-30,19:00,Saket,Mayur Vihar,2.87,Cash,3,3.9,53.76
UBER1562,2024-10-01,05:08,Noida Sector 15,Gurugram Cyber City,14.35,Cash,3,4.7,190.1
UBER1563,2024-02-04,16:01,Gurugram Cyber City,Noida Sector 15,9.13,Card,2,3.8,160.63
UBER1564,2025-11-15,05:21,Dwarka,Greater Kailash,16.21,Card,4,,247.29
UBER1565,2024-07-10,08:27,Connaught Place,Vasant Kunj,28.04,Wallet,1,3.7,506.52
UBER1566,2024-10-11,08:51,Hauz Khas,Kalkaji,12.83,Cash,1,4.5,156.27
UBER1567,2025-09-25,20:30,Karol Bagh,Indraprastha,26.39,Wallet,1,4.8,327.21
UBER1568,2024-11-19,22:10,Noida Sector 15,Indraprastha,9.7,Wallet,1,3.7,188.43
UBER1569,2025-09-11,20:47,Chandni Chowk,Saket,6.26,Card,3,3.6,101.55
UBER1570,2024-08-18,16:52,Rohini,Chandni Chowk,19.63,Wallet,1,3.7,274.92
UBER1571,2024-07-16,05:39,Karol Bagh,Gurugram Cyber City,12.54,Card,3,4.4,154.8
UBER1572,2025-05-23,00:39,Gurugram Cyber City,Noida Sector 15,9.95,Card,1,3.2,178.29
UBER1573,2025-03-17,10:39,Chandni Chowk,Connaught Place,11.48,Card,4,5.0,186.28
UBER1574,2024-01-19,19:46,IGI Airport,Kalkaji,29.99,Cash,1,4.6,471.78
UBER1575,2024-04-21,13:45,Hauz Khas,Lajpat Nagar,0.1,Wallet,3,4.4,5.0
UBER1576,2025-08-29,11:36,Okhla,Indraprastha,9.92,Wallet,1,3.9,131.65
UBER1577,2024-01-24,00:33,Lajpat Nagar,Kalkaji,12.94,Wallet,2,3.4,179.77
UBER1578,2025-02-21,14:19,IGI Airport,Rajouri Garden,22.59,Cash,1,4.1,296.39
UBER1579,2025-06-25,02:44,Pitampura,Dwarka,3.26,Card,4,3.6,64.86
UBER1580,2024-01-16,05:20,Rohini,Chandni Chowk,7.44,Card,2,3.1,103.75
UBER1581,2025-04-23,18:18,Dwarka,IGI Airport,15.8,Wallet,2,3.4,292.73
UBER1582,2024-12-01,10:02,Noida Sector 15,Saket,1.96,Card,3,3.0,35.2
UBER1583,2025-09-04,12:57,Indraprastha,Rohini,25.58,Cash,2,3.4,429.02
UBER1584,2025-07-18,15:43,Saket,IGI Airport,2.17,Card,2,3.1,40.07
UBER1585,2025-12-13,23:30,Mayur Vihar,Rohini,7.49,Card,1,3.2,97.25
UBER1586,2024-10-19,21:54,Saket,Rohini,11.17,Card,4,4.9,194.01
UBER1587,2025-03-03,07:15,Lajpat Nagar,Okhla,3.16,Cash,3,3.3,58.99
UBER1588,2024-12-25,02:57,Saket,Kalkaji,5.3,Wallet,4,3.1,73.6
UBER1589,2025-06-29,03:59,Lajpat Nagar,Kalkaji,5.94,Card,3,,89.03
UBER1590,2025-03-07,15:44,,Rohini,10.54,Wallet,1,3.6,198.54
UBER1591,2024-01-19,01:06,Rohini,Janakpuri,26.66,Wallet,4,4.4,
UBER1592,2024-11-12,04:08,Rajouri Garden,Okhla,8.87,Wallet,4,3.9,157.37
UBER1593,2024-09-19,19:22,Janakpuri,Pitampura,25.43,Wallet,2,3.4,455.4
UBER1594,2024-11-20,05:55,Dwarka,Karol Bagh,20.63,Card,4,4.6,283.75
UBER1595,2024-06-07,16:05,Karol Bagh,Lajpat Nagar,8.41,Wallet,2,4.2,146.63
UBER1596,2025-04-16,21:59,Dwarka,Greater Kailash,28.16,Wallet,3,3.8,424.75
UBER1597,2025-09-29,01:35,Connaught Place,Noida Sector 15,18.67,Card,1,4.3,264.51
UBER1598,2024-06-21,09:41,Rajouri Garden,Chandni Chowk,1.64,Wallet,4,4.4,23.85
UBER1599,2025-10-12,14:32,Dwarka,Indraprastha,12.44,Wallet,1,4.6,213.47
UBER1600,2025-06-21,09:43,Noida Sector 15,Okhla,20.09,Cash,4,4.8,394.46
UBER1601,2024-07-28,20:12,Mayur Vihar,Hauz Khas,26.37,Cash,1,3.9,481.17
UBER1602,2025-08-02,00:09,Gurugram Cyber City,Dwarka,18.24,Card,3,4.5,261.11
UBER1603,2025-06-09,05:15,Dwarka,Karol Bagh,24.45,Wallet,2,4.5,326.75
UBER1604,2024-08-14,15:30,Janakpuri,Pitampura,14.7,Card,1,4.5,181.09
UBER1605,2025-10-09,20:06,Lajpat Nagar,Indraprastha,28.78,Wallet,3,3.1,361.65
UBER1606,2025-05-23,00:32,,Janakpuri,19.78,Card,3,4.6,263.41
UBER1607,2025-03-22,08:12,Chandni Chowk,Rohini,19.87,Cash,3,4.0,396.28
UBER1608,2025-10-09,00:49,Mayur Vihar,IGI Airport,24.99,Card,1,4.5,371.63
UBER1609,2025-06-28,09:54,Okhla,Connaught Place,15.08,Card,2,4.1,283.85
UBER1610,2024-08-28,07:24,Gurugram Cyber City,Rohini,6.08,Wallet,2,4.3,80.8
UBER1611,2024-10-15,14:55,Vasant Kunj,Dwarka,28.34,Cash,4,4.3,394.12
UBER1612,2025-06-02,19:20,Gurugram Cyber City,Saket,7.26,Wallet,1,3.3,134.52
UBER1613,2024-11-04,00:05,Lajpat Nagar,Mayur Vihar,2.56,Card,2,4.2,35.29
UBER1614,2025-03-01,10:59,IGI Airport,Chandni Chowk,11.47,Cash,2,4.7,152.19
UBER1615,2025-06-14,10:44,Rohini,Hauz Khas,16.15,Cash,4,4.2,246.48
UBER1616,2024-09-20,20:37,Karol Bagh,Kalkaji,27.99,Wallet,3,4.2,506.73
UBER1617,2024-01-14,16:48,Saket,Janakpuri,19.57,Card,1,4.4,360.11
UBER1618,2025-08-20,03:52,Kalkaji,Okhla,5.7,Wallet,4,3.4,95.01
UBER1619,2024-02-10,18:56,Janakpuri,Kalkaji,24.53,Cash,2,3.3,411.72
UBER1620,2024-06-17,21:11,Dwarka,Saket,24.06,Card,2,4.0,421.21
UBER1621,2024-10-23,20:15,Okhla,Dwarka,7.02,Wallet,4,3.6,84.37
UBER1622,2025-08-25,08:44,Karol Bagh,Chandni Chowk,6.79,Card,2,3.2,113.1
UBER1623,2024-06-06,18:37,Noida Sector 15,Dwarka,8.64,Wallet,4,4.9,131.29
UBER1624,2025-03-22,09:19,Dwarka,Connaught Place,12.07,Wallet,1,3.4,202.07
UBER1625,2024-09-05,07:04,IGI Airport,Gurugram Cyber City,6.81,Card,1,4.8,92.82
UBER1626,2024-08-22,19:20,Vasant Kunj,Gurugram Cyber City,10.92,Card,2,4.5,179.58
UBER1627,2025-12-13,07:32,Karol Bagh,Saket,17.63,Wallet,2,3.4,252.68
UBER1628,2024-10-28,14:17,,Chandni Chowk,7.8,Cash,3,3.6,105.83
UBER1629,2024-08-22,22:36,Okhla,Gurugram Cyber City,22.24,Card,2,3.8,436.13
UBER1630,2025-01-01,11:11,Rohini,Gurugram Cyber City,2.29,Wallet,3,4.3,41.53
UBER1631,2025-04-25,13:20,Indraprastha,Rajouri Garden,12.3,Cash,2,4.6,238.96
UBER1632,2024-04-22,09:31,Karol Bagh,Saket,26.93,Wallet,1,4.6,508.57
UBER1633,2024-03-16,21:32,Karol Bagh,Indraprastha,17.65,Card,4,4.0,288.57
UBER1634,2025-05-16,02:24,IGI Airport,Noida Sector 15,13.49,Card,4,3.1,225.25
UBER1635,2024-05-09,03:46,IGI Airport,Dwarka,18.2,Walet,1,4.6,346.43
UBER1636,2025-04-16,23:17,Hauz Khas,IGI Airport,14.94,Card,2,4.0,247.72
UBER1637,2024-11-19,03:03,Indraprastha,Janakpuri,20.79,Cash,1,3.9,370.31
UBER1638,2024-10-17,04:54,Janakpuri,Chandni Chowk,8.11,Card,4,3.3,149.46
UBER1639,2025-01-30,04:28,Noida Sector 15,Okhla,15.18,Card,2,4.4,212.84
UBER1640,2025-01-26,09:26,Noida Sector 15,Rohini,1.6,Wallet,3,3.3,29.52
UBER1641,2025-01-19,18:18,Rohini,Kalkaji,20.03,Walet,1,3.7,393.92
UBER1642,2025-07-18,10:40,Rohini,Rajouri Garden,12.27,Card,2,4.1,203.13
UBER1643,2024-11-13,10:13,Greater Kailash,Hauz Khas,23.05,Card,4,4.3,280.37
UBER1644,2025-08-07,03:46,Indraprastha,Indraprastha,9.53,Wallet,1,,
UBER1645,2025-02-28,04:32,Noida Sector 15,Noida Sector 15,3.91,Cash,3,4.9,59.15
UBER1646,2025-11-25,23:59,Dwarka,IGI Airport,28.66,Cash,3,3.3,479.26
UBER1647,2025-03-18,15:40,Okhla,Greater Kailash,29.65,Cash,1,3.6,413.23
UBER1648,2025-02-19,13:58,Pitampura,Noida Sector 15,26.45,Card,4,4.6,427.28
UBER1649,2025-09-20,12:59,Hauz Khas,Gurugram Cyber City,28.32,Wallet,2,3.3,420.1
UBER1650,2025-01-20,16:39,Lajpat Nagar,IGI Airport,27.57,Card,3,4.4,354.48
UBER1651,2025-09-08,04:55,Greater Kailash,Janakpuri,25.25,Cash,3,3.5,314.44
UBER1652,2024-08-01,16:27,,Janakpuri,3.14,Wallet,1,4.0,49.32
UBER1653,2025-12-27,04:56,Rohini,Chandni Chowk,17.52,Wallet,2,4.2,279.72
UBER1654,2024-07-02,23:23,IGI Airport,Saket,8.14,Cash,4,3.1,113.36
UBER1655,2025-09-27,16:24,Kalkaji,Saket,24.8,Cash,3,4.6,415.2
UBER1656,2025-12-22,06:30,Greater Kailash,Noida Sector 15,400,Wallet,3,4.5,15000.0
UBER1657,2025-01-26,20:31,Janakpuri,Pitampura,20.89,Wallet,1,4.6,377.97
UBER1658,2024-01-11,07:19,Pitampura,Connaught Place,14.25,Cash,3,4.9,203.22
UBER1659,2024-04-02,13:24,Lajpat Nagar,Dwarka,4.14,Wallet,4,3.5,82.07
UBER1660,2025-08-30,22:04,Chandni Chowk,Okhla,1.97,Card,3,4.5,35.51
UBER1661,2025-08-04,18:35,Greater Kailash,Indraprastha,15.0,Wallet,4,,272.44
UBER1662,2025-01-05,12:47,Okhla,Chandni Chowk,28.96,Card,4,3.2,364.85
UBER1663,2025-01-07,00:01,Kalkaji,Mayur Vihar,16.92,Cash,4,4.8,235.64
UBER1664,2024-04-21,18:21,Dwarka,Noida Sector 15,10.03,Card,2,,196.32
UBER1665,2025-08-29,12:48,Indraprastha,Indraprastha,5.55,Cash,1,3.8,76.56
UBER1666,2025-10-22,16:50,Gurugram Cyber City,Okhla,22.03,Wallet,2,3.3,321.11
UBER1667,2025-08-10,23:08,Vasant Kunj,Connaught Place,25.94,Card,3,4.7,507.08
UBER1668,2025-07-31,03:30,Gurugram Cyber City,Vasant Kunj,18.23,Wallet,2,4.0,254.08
UBER1669,2025-08-28,21:38,Karol Bagh,Gurugram Cyber City,25.46,Card,4,4.8,502.24
UBER1670,2024-11-25,15:17,Gurugram Cyber City,Connaught Place,24.51,Card,2,3.7,
UBER1671,2025-01-29,23:27,Connaught Place,Okhla,6.32,Wallet,2,4.1,
UBER1672,2024-08-30,18:46,Janakpuri,Gurugram Cyber City,27.53,Cash,3,4.0,443.21
UBER1673,2024-11-27,17:00,Indraprastha,Pitampura,22.81,Wallet,2,4.8,287.03
UBER1674,2025-12-12,21:25,Chandni Chowk,Gurugram Cyber City,13.69,Card,4,3.1,238.29
UBER1675,2024-09-01,02:16,Rajouri Garden,Janakpuri,29.27,Card,3,3.4,387.57
UBER1676,2024-01-25,15:11,Connaught Place,Vasant Kunj,21.28,Cash,1,3.4,322.1
UBER1677,2025-02-25,16:08,Okhla,Vasant Kunj,4.09,Wallet,2,3.1,62.08
UBER1678,2025-07-04,03:45,Pitampura,Janakpuri,26.97,Card,2,4.3,405.26
UBER1679,2025-08-29,00:50,Hauz Khas,Gurugram Cyber City,16.77,Cash,2,4.4,283.92
